"TIME","F1","F2","Y"
35,1,1,238.0022665342155
35,1,1,239.00609918695687
35,1,1,238.78529997319123
35,1,1,238.0031350987262
36,1,1,238.8699951171875
36,1,1,239.16490948732883
36,1,1,239.08672457536278
36,1,1,236.38996740547603
36,1,1,239.25162374233338
37,1,1,238.38999938964844
37,1,1,238.28867638094508
37,1,1,237.01953928416305
37,1,1,237.32040390698364
37,1,1,238.40389757757043
38,1,1,238.47000122070312
38,1,1,237.98931143022887
38,1,1,238.44858609008733
38,1,1,238.6835630068366
38,1,1,238.3112987366131
39,1,1,238.5800018310547
39,1,1,239.29919761741542
39,1,1,236.66088230602392
39,1,1,238.87174286067915
39,1,1,240.00322349928635
40,1,1,238.2899932861328
40,1,1,237.10756425562195
40,1,1,239.21721848540196
40,1,1,237.60703670936152
40,1,1,238.66158822471706
41,1,1,238.52999877929687
41,1,1,238.41419457518495
41,1,1,238.7461351641263
41,1,1,238.98238014697262
41,1,1,239.5771230031756
42,1,1,236.07000732421875
42,1,1,234.04309616739485
42,1,1,235.26099075437824
42,1,1,237.32175456550559
42,1,1,236.5261258058333
43,1,1,234.74000549316406
43,1,1,235.4166549013616
43,1,1,235.56812569535577
43,1,1,234.3382812917072
43,1,1,234.4271092754113
44,1,1,238.10000610351562
44,1,1,237.8238279239262
44,1,1,237.68642525989088
44,1,1,237.69758320935952
44,1,1,237.345330125481
45,1,1,238
45,1,1,237.71146561949135
45,1,1,237.43052356707744
45,1,1,237.9235421928387
45,1,1,238.19786793033398
46,1,1,238.50999450683594
46,1,1,238.57790137089734
46,1,1,238.46924883014552
46,1,1,238.5339872641849
46,1,1,238.39988006240068
47,1,1,238.47000122070312
47,1,1,237.40746939499607
47,1,1,237.88015413004783
47,1,1,238.6231903460614
47,1,1,238.81309464149408
48,1,1,238.7100067138672
48,1,1,239.3859759257642
48,1,1,240.5390005089699
48,1,1,239.9088836794379
48,1,1,238.66236703144784
49,1,1,237.6199951171875
49,1,1,236.86941821458737
49,1,1,238.1140597028239
49,1,1,237.2789912735347
49,1,1,236.44521714815306
50,1,1,238.3000030517578
50,1,1,237.83980837672985
50,1,1,238.3248327954255
50,1,1,239.3305761329063
50,1,1,239.67395632835073
51,1,1,238.3300018310547
51,1,1,239.2067288118227
51,1,1,238.4010124086661
51,1,1,237.5549948064579
51,1,1,238.17187475582145
52,1,1,237.88999938964844
52,1,1,238.1056961105796
52,1,1,238.16037185767328
52,1,1,235.19322410675963
52,1,1,234.91879465210033
53,1,1,236.3699951171875
53,1,1,237.85377812484643
53,1,1,236.89985644929533
53,1,1,235.53390334516504
53,1,1,236.97729378713552
54,1,1,238.92999267578125
54,1,1,238.8687029455989
54,1,1,240.41360676457234
54,1,1,239.0130533003205
54,1,1,238.63247134628102
55,1,1,237.69000244140625
55,1,1,238.56571700309627
55,1,1,238.1390897204766
55,1,1,236.9218280938088
55,1,1,237.69271772384067
56,1,1,238.83999633789063
56,1,1,240.0202654850215
56,1,1,238.8904117820755
56,1,1,239.27621824708834
56,1,1,239.91794599162913
57,1,1,237.77000427246094
57,1,1,236.23999745310002
57,1,1,239.33821790730772
57,1,1,238.39801620910524
57,1,1,239.33489840256973
58,1,1,238.75
58,1,1,238.09320864803394
58,1,1,239.30885201036946
58,1,1,240.23622839047323
58,1,1,239.13322390489623
59,1,1,237.83999633789062
59,1,1,237.31936018630313
59,1,1,238.56114668598195
59,1,1,237.2349747818287
59,1,1,237.28069862661454
60,1,1,238.25
60,1,1,237.88742208246444
60,1,1,238.29821969997025
60,1,1,237.0605661417157
60,1,1,237.4729743766124
61,1,1,238.25999450683594
61,1,1,238.61764786956184
61,1,1,239.49181903520883
61,1,1,238.23158884829627
61,1,1,237.15416967218152
62,1,1,237.52000427246094
62,1,1,237.05146396278565
62,1,1,238.77652387946608
62,1,1,238.701594027913
62,1,1,239.14478883298142
63,1,1,237.77999877929687
63,1,1,236.4743247002933
63,1,1,237.3069670564472
63,1,1,237.3066437398451
63,1,1,239.71602784382083
64,1,1,238.25999450683594
64,1,1,238.5947574144234
64,1,1,237.3049763458519
64,1,1,239.23695906725305
64,1,1,237.08207167551345
65,1,1,237.75999450683594
65,1,1,236.96011168851163
65,1,1,237.3818598058948
65,1,1,237.82265075747574
65,1,1,238.83755080906178
66,1,1,237.4600067138672
66,1,1,237.8063083758612
66,1,1,237.7101411759341
66,1,1,238.50068582087258
66,1,1,235.23911999795243
67,1,1,237.8800048828125
67,1,1,238.8625091597693
67,1,1,238.66494963659466
67,1,1,237.9968830287298
67,1,1,237.4961445750327
68,1,1,238.4199981689453
68,1,1,238.04965558823136
68,1,1,236.94655203087063
68,1,1,237.78234589123366
68,1,1,237.98590739669388
69,1,1,237.57000732421875
69,1,1,237.51128970176964
69,1,1,238.708379126815
69,1,1,237.21684375103084
69,1,1,239.56491053938117
70,1,1,239.50999450683594
70,1,1,240.13930045496318
70,1,1,238.98417957654095
70,1,1,239.96090799970509
70,1,1,238.8145320895843
71,1,1,239.16000366210937
71,1,1,240.87536030328698
71,1,1,239.68988505695842
71,1,1,239.42470152136758
71,1,1,240.91347885120427
72,1,1,239.80999755859375
72,1,1,240.8434689867448
72,1,1,239.9105858764426
72,1,1,239.6078299805027
72,1,1,239.33559342352171
73,1,1,238.97000122070312
73,1,1,238.2432938197255
73,1,1,238.54717881921465
73,1,1,238.25465878241837
73,1,1,238.78248678772775
74,1,1,238.8699951171875
74,1,1,238.7868249977486
74,1,1,237.6857444196297
74,1,1,238.22537510565152
74,1,1,240.2357517030033
75,1,1,239.3800048828125
75,1,1,240.8047605676737
75,1,1,240.62042151418237
75,1,1,239.11127000314582
75,1,1,239.66279788709494
76,1,1,238.6699981689453
76,1,1,237.19399082407338
76,1,1,238.857985437712
76,1,1,238.45343698571543
76,1,1,239.92806055486125
77,1,1,239.49000549316406
77,1,1,239.45665953211903
77,1,1,240.5950113604922
77,1,1,241.32874089725084
77,1,1,238.95255074113865
78,1,1,239.63999938964844
78,1,1,241.3392661965134
78,1,1,239.66202253627003
78,1,1,239.59285986887005
78,1,1,239.99083965050485
79,1,1,237.64999389648437
79,1,1,237.7588705780744
79,1,1,238.09087200601346
79,1,1,236.8217379265222
79,1,1,237.14870483574015
80,1,1,239.66000366210937
80,1,1,239.21352503391313
80,1,1,240.0832700058259
80,1,1,240.31637020308608
80,1,1,239.3195347763908
81,1,1,238.7100067138672
81,1,1,237.08264387116438
81,1,1,237.80826866636087
81,1,1,239.89953458761735
81,1,1,238.87643366741148
82,1,1,239.05999755859375
82,1,1,238.01197752923417
82,1,1,239.46051461773322
82,1,1,240.06246613444918
82,1,1,239.22298649824864
83,1,1,239.6300048828125
83,1,1,239.314917490516
83,1,1,241.23076203757185
83,1,1,240.52776380439582
83,1,1,239.90111387562808
84,1,1,238.8699951171875
84,1,1,238.2070944541982
84,1,1,238.89448083079708
84,1,1,239.612706219647
84,1,1,239.51993232121217
85,1,1,238.24000549316406
85,1,1,239.1640049619575
85,1,1,239.6045569621305
85,1,1,237.81777669665382
85,1,1,238.11935490577716
86,1,1,237.92999267578125
86,1,1,238.83731971927443
86,1,1,238.39392656930175
86,1,1,238.92844155572257
86,1,1,238.5323594760274
87,1,1,238.32000732421875
87,1,1,237.16558107768697
87,1,1,238.8402305554362
87,1,1,238.22109291546138
87,1,1,239.92577264140067
88,1,1,234.74000549316406
88,1,1,235.49058316282702
88,1,1,234.456527055554
88,1,1,234.0859916401079
88,1,1,235.4069855828807
89,1,1,237.67999267578125
89,1,1,238.1770938078923
89,1,1,239.0557327533242
89,1,1,237.85975294818167
89,1,1,237.52690128785335
90,1,1,239.0399932861328
90,1,1,239.63711666089898
90,1,1,240.11105535616852
90,1,1,238.44028236696616
90,1,1,239.34848694890934
91,1,1,237.69000244140625
91,1,1,238.30323617348301
91,1,1,238.66265784475814
91,1,1,236.18793424511827
91,1,1,238.17539162403318
92,1,1,238.25999450683594
92,1,1,239.54486708050473
92,1,1,239.5637609114735
92,1,1,239.63073051173595
92,1,1,238.93773612559053
93,1,1,238.27999877929687
93,1,1,238.77918952888928
93,1,1,239.71315292396596
93,1,1,238.7101998022058
93,1,1,238.06452620263914
94,1,1,238.5
94,1,1,238.65563631998683
94,1,1,238.7407685642822
94,1,1,237.32570455942255
94,1,1,239.41993417984693
95,1,1,237.75
95,1,1,236.45983222549586
95,1,1,237.90478774058948
95,1,1,236.2434889888547
95,1,1,236.35461926935426
96,1,1,237.85000610351562
96,1,1,237.65342979901953
96,1,1,236.41447520387877
96,1,1,238.76620376480102
96,1,1,239.07873231446203
97,1,1,238.2100067138672
97,1,1,238.143541366464
97,1,1,238.97825442890368
97,1,1,239.2340507210159
97,1,1,236.9276254674459
98,1,1,238.30999755859375
98,1,1,236.48992201455388
98,1,1,238.98523654328372
98,1,1,237.90087860455372
98,1,1,237.36165708639882
99,1,1,235.3699951171875
99,1,1,236.75976066614163
99,1,1,234.76337309980462
99,1,1,234.86328458557782
99,1,1,235.57786433208258
100,1,1,235.11000061035156
100,1,1,233.89842300898343
100,1,1,236.27141911204814
100,1,1,235.16564914742486
100,1,1,234.63585875838953
1,1,2,237.38999938964844
1,1,2,237.51861217167627
1,1,2,237.47943813292983
1,1,2,237.30881590920274
1,1,2,235.29653745471595
2,1,2,236.38999938964844
2,1,2,237.61292629122207
2,1,2,235.68814384445008
2,1,2,236.4467374798413
2,1,2,236.97525329768436
3,1,2,237.25999450683594
3,1,2,236.4143032380479
3,1,2,237.64613197695488
3,1,2,236.76975880018244
3,1,2,238.73062229210416
4,1,2,239.27000427246094
4,1,2,237.25918659651796
4,1,2,239.87010264586553
4,1,2,238.5414337140947
4,1,2,239.80462773885782
5,1,2,239.0800018310547
5,1,2,242.4851901078135
5,1,2,238.61349447124886
5,1,2,239.380141934721
5,1,2,237.46405967662898
6,1,2,239.61000061035156
6,1,2,240.06791614707862
6,1,2,239.5994867326621
6,1,2,239.43781982964646
6,1,2,238.3327939017711
7,1,2,238
7,1,2,235.13279268682422
7,1,2,237.5585898695797
7,1,2,237.1618764872493
7,1,2,236.80609003191412
8,1,2,238.52000427246094
8,1,2,238.72248792333747
8,1,2,237.59292991375997
8,1,2,239.86624420331484
8,1,2,238.4101414967107
9,1,2,238.8699951171875
9,1,2,239.69669392196218
9,1,2,238.602679706219
9,1,2,239.6859148492415
9,1,2,237.90426471934666
10,1,2,239.32000732421875
10,1,2,240.96000201066593
10,1,2,238.65978163608636
10,1,2,238.62076762688406
10,1,2,239.86046898226388
11,1,2,238.9600067138672
11,1,2,240.3130115216777
11,1,2,238.31534453244734
11,1,2,238.43639330346295
11,1,2,237.3877570663595
12,1,2,239.1699981689453
12,1,2,239.29782426967412
12,1,2,238.2988047276619
12,1,2,238.63282869117958
12,1,2,239.77520820469178
13,1,2,239.0800018310547
13,1,2,240.24920842000122
13,1,2,239.51787181808743
13,1,2,237.0615642095886
13,1,2,239.6427383699855
14,1,2,232.32000732421875
14,1,2,232.5644606753434
14,1,2,231.66732672853783
14,1,2,231.8568909176388
14,1,2,233.67682758686541
15,1,2,236.89999389648437
15,1,2,237.83329571368643
15,1,2,238.3228929226178
15,1,2,235.61766357674276
15,1,2,238.70151178140992
16,1,2,238.55999755859375
16,1,2,239.45211172268827
16,1,2,239.62886551954313
16,1,2,237.6593296507772
16,1,2,237.9933022018924
17,1,2,239.22000122070312
17,1,2,240.54857094932473
17,1,2,238.282975841665
17,1,2,239.07340147746098
17,1,2,238.98806662362352
18,1,2,237.94000244140625
18,1,2,239.20420605971174
18,1,2,238.43028316719645
18,1,2,239.57092418240904
18,1,2,238.65803900673183
19,1,2,238.02000427246094
19,1,2,237.51765920340114
19,1,2,238.33354428781774
19,1,2,237.47340013492155
19,1,2,237.55173692048245
20,1,2,238.0800018310547
20,1,2,237.86219398664332
20,1,2,237.58469201644007
20,1,2,238.34139329952973
20,1,2,238.7227320021763
21,1,2,237.86000061035156
21,1,2,237.73911935737547
21,1,2,238.36049662764052
21,1,2,237.60441024636933
21,1,2,237.7036281538578
22,1,2,237.9600067138672
22,1,2,237.95779449778428
22,1,2,239.46624574839302
22,1,2,239.20713194167928
22,1,2,238.4733907169325
23,1,2,237.9199981689453
23,1,2,237.4442851743754
23,1,2,236.56434080891225
23,1,2,236.37090022518612
23,1,2,239.13539480250168
24,1,2,238.16000366210937
24,1,2,238.70502607276288
24,1,2,237.62713257163256
24,1,2,237.42488882274955
24,1,2,239.28324188275573
25,1,2,238.67999267578125
25,1,2,238.90201212614858
25,1,2,239.9461969964365
25,1,2,238.1173625049623
25,1,2,238.41737565232972
26,1,2,239.27999877929687
26,1,2,237.86722559278945
26,1,2,238.23490226903155
26,1,2,240.34179579484743
26,1,2,237.9183750504952
27,1,2,238.91000366210937
27,1,2,239.01220111232115
27,1,2,241.1974064590791
27,1,2,238.16793818856672
27,1,2,238.89749959304368
28,1,2,239.25999450683594
28,1,2,238.46169578700852
28,1,2,238.33557366140857
28,1,2,238.52519233855872
28,1,2,238.38899805128204
29,1,2,239.10000610351562
29,1,2,238.14850189766676
29,1,2,239.6342824361813
29,1,2,237.6535327901303
29,1,2,239.1448895751434
30,1,2,239.61000061035156
30,1,2,240.17935959477342
30,1,2,239.6438551682549
30,1,2,238.81667281747954
30,1,2,239.03596622904627
31,1,2,238.60000610351562
31,1,2,239.46501119362858
31,1,2,238.5868669685434
31,1,2,238.46129801690856
31,1,2,235.8828417333767
32,1,2,238.27999877929687
32,1,2,238.40009973552927
32,1,2,239.2851635777713
32,1,2,235.99631763214396
32,1,2,238.74039429506163
33,1,2,239.3699951171875
33,1,2,241.2000935517135
33,1,2,238.5892283824886
33,1,2,238.24098747249337
33,1,2,239.25318407824528
34,1,2,239.08999633789063
34,1,2,239.02656685551435
34,1,2,239.28180853127853
34,1,2,239.2928446659085
34,1,2,238.85214822778994
35,1,2,238.63999938964844
35,1,2,238.23448552261763
35,1,2,239.8722374063092
35,1,2,239.02005138743496
35,1,2,238.8486818029057
36,1,2,238.5399932861328
36,1,2,238.21715928673808
36,1,2,239.84987705571004
36,1,2,237.86734315448638
36,1,2,237.96384213931196
37,1,2,238.99000549316406
37,1,2,238.00935737746687
37,1,2,238.16090173763524
37,1,2,238.57376291760278
37,1,2,238.60205813762724
38,1,2,238.63999938964844
38,1,2,238.67892892535397
38,1,2,239.14728740656665
38,1,2,237.56049074053288
38,1,2,238.88619150176717
39,1,2,238.80999755859375
39,1,2,238.74504949299578
39,1,2,237.48873682042503
39,1,2,238.890566642477
39,1,2,238.59029493798263
40,1,2,239.11000061035156
40,1,2,238.37213344062076
40,1,2,239.20246797023051
40,1,2,238.5071020649835
40,1,2,239.0173593326695
41,1,2,239.4499969482422
41,1,2,238.8259421235149
41,1,2,240.17303250167936
41,1,2,240.05993842732414
41,1,2,238.83078604199116
42,1,2,239.1300048828125
42,1,2,241.54244013743738
42,1,2,240.0102550178643
42,1,2,238.98550154502365
42,1,2,238.17735735394578
43,1,2,239.55999755859375
43,1,2,238.6071663098543
43,1,2,240.1095930603831
43,1,2,240.07405288282203
43,1,2,239.48936812450697
44,1,2,239.02999877929687
44,1,2,239.5168691725842
44,1,2,238.58056250669026
44,1,2,237.90569723801804
44,1,2,237.16185705496326
45,1,2,238.99000549316406
45,1,2,238.2400933370324
45,1,2,239.61590402283798
45,1,2,238.05674365546975
45,1,2,239.78781625012058
46,1,2,239.08999633789063
46,1,2,238.4384310840132
46,1,2,240.03647519588378
46,1,2,239.18827577682885
46,1,2,237.93952748977878
47,1,2,238.42999267578125
47,1,2,238.86475625216798
47,1,2,238.02914966260232
47,1,2,238.91444304927927
47,1,2,237.77534635467958
48,1,2,238.72000122070312
48,1,2,238.94935845017787
48,1,2,238.80240682567484
48,1,2,237.156039561385
48,1,2,237.24657945136292
49,1,2,239.6300048828125
49,1,2,239.88766438047296
49,1,2,240.04086900944264
49,1,2,238.0727785556472
49,1,2,240.54391078432985
50,1,2,238.4499969482422
50,1,2,238.44118420846954
50,1,2,238.25570349941626
50,1,2,237.86737381903077
50,1,2,239.49958000220997
51,1,2,239.10000610351562
51,1,2,239.9868030420636
51,1,2,238.92871973275612
51,1,2,238.84603914891565
51,1,2,238.53068022454391
52,1,2,239.86000061035156
52,1,2,241.57008176917336
52,1,2,238.44051610311868
52,1,2,239.15515567497528
52,1,2,240.69765304533698
53,1,2,239.92999267578125
53,1,2,240.750628538233
53,1,2,240.01565887665834
53,1,2,240.12198553732887
53,1,2,240.20961957589384
54,1,2,238.80999755859375
54,1,2,236.74182891939864
54,1,2,237.72899415989227
54,1,2,240.61187151981255
54,1,2,238.38339999787792
55,1,2,239.02999877929687
55,1,2,240.83868399897156
55,1,2,238.0376700811807
55,1,2,238.26622569703989
55,1,2,238.77902814714335
56,1,2,238.88999938964844
56,1,2,237.98533171046867
56,1,2,240.62791324377037
56,1,2,240.51322716225314
56,1,2,239.95279100145495
57,1,2,239.19000244140625
57,1,2,239.41298393419095
57,1,2,239.6428946744485
57,1,2,240.1285750646048
57,1,2,238.74119476124258
58,1,2,238.8800048828125
58,1,2,238.39588224162765
58,1,2,236.2552277105225
58,1,2,239.46481075136774
58,1,2,238.22255427170717
59,1,2,239.86000061035156
59,1,2,240.60936403921696
59,1,2,240.38454477224593
59,1,2,240.3690347428968
59,1,2,240.6306394155086
60,1,2,238.6300048828125
60,1,2,239.46870232633415
60,1,2,238.02816312522563
60,1,2,239.39146904169223
60,1,2,235.87024884935371
61,1,2,239.42999267578125
61,1,2,240.6264824317873
61,1,2,239.16299286000284
61,1,2,237.20284308365376
61,1,2,240.17713060793287
62,1,2,239.10000610351562
62,1,2,240.04468472408422
62,1,2,239.56738945898726
62,1,2,240.7295197780996
62,1,2,239.16774320840256
63,1,2,239.0399932861328
63,1,2,239.72010892309356
63,1,2,239.38203796065525
63,1,2,240.02699398701822
63,1,2,238.56445314606609
64,1,2,240.00999450683594
64,1,2,239.0214783759011
64,1,2,239.56721814214887
64,1,2,239.06322019792867
64,1,2,240.2029328256356
65,1,2,239.52999877929687
65,1,2,239.33316958483496
65,1,2,239.7660026529411
65,1,2,239.61869506563195
65,1,2,238.9011555151343
66,1,2,238.9199981689453
66,1,2,240.20710602739504
66,1,2,241.21301576656424
66,1,2,239.4645002429604
66,1,2,239.0831470149822
67,1,2,238.47999572753906
67,1,2,237.69187771220584
67,1,2,236.24720060244908
67,1,2,237.97075989448714
67,1,2,237.88151297689745
68,1,2,239.32000732421875
68,1,2,238.1609751056148
68,1,2,238.60879541442847
68,1,2,238.70543579839003
68,1,2,238.8671145452615
69,1,2,237.7823703122834
69,1,2,237.70753367874596
69,1,2,238.26894568718146
69,1,2,238.85827805564875
69,1,2,237.4316826911787
70,1,2,238.47000122070312
70,1,2,238.87850447183135
70,1,2,238.12538343150104
70,1,2,237.2696148838812
70,1,2,238.6515337462528
71,1,2,237.5500030517578
71,1,2,236.5159609871192
71,1,2,239.32539096615528
71,1,2,237.55396264788828
71,1,2,237.95285794539575
72,1,2,237.92999267578125
72,1,2,239.5357193804693
72,1,2,239.33787730042047
72,1,2,237.10536386972328
72,1,2,237.0597323965971
73,1,2,238.25
73,1,2,237.26948341002267
73,1,2,237.37711917073833
73,1,2,238.98725529402074
73,1,2,237.6717939098153
74,1,2,238.2899932861328
74,1,2,238.16409421823136
74,1,2,237.69429600413014
74,1,2,238.363456945034
74,1,2,238.75731842117924
75,1,2,238.3300018310547
75,1,2,237.8340372059345
75,1,2,237.8378471798019
75,1,2,237.8233539265953
75,1,2,238.42285390255668
76,1,2,237.8300018310547
76,1,2,236.47933622910043
76,1,2,237.7846938463793
76,1,2,238.59788244040456
76,1,2,237.75843766786906
77,1,2,238.80999755859375
77,1,2,237.854632011461
77,1,2,239.6411779623435
77,1,2,236.82780383751728
77,1,2,237.35127997769402
78,1,2,236.61000061035156
78,1,2,238.39149435545977
78,1,2,236.62812920330703
78,1,2,236.74005033100244
78,1,2,236.9015335482452
79,1,2,237.60000610351562
79,1,2,238.13047319821584
79,1,2,239.71600941635157
79,1,2,236.64351332244541
79,1,2,238.62486199182032
80,1,2,238.44000244140625
80,1,2,239.2546390349479
80,1,2,239.56313557543868
80,1,2,238.71901818098127
80,1,2,237.94203661961484
81,1,2,238.75
81,1,2,239.95502856391897
81,1,2,239.59501715774698
81,1,2,237.04568159740478
81,1,2,237.6259229892793
82,1,2,237.83999633789062
82,1,2,237.06175873827735
82,1,2,236.78350983747222
82,1,2,238.05480902085728
82,1,2,238.2870191982902
83,1,2,237.4600067138672
83,1,2,237.75555628825578
83,1,2,235.21951852614052
83,1,2,236.6802388490718
83,1,2,238.24076384869107
84,1,2,237.7823703122834
84,1,2,237.7122465473789
84,1,2,236.91602275638476
84,1,2,236.85850465067884
84,1,2,236.57168113249452
85,1,2,239.57000732421875
85,1,2,238.94458559051537
85,1,2,240.0857164681731
85,1,2,240.57385832035112
85,1,2,240.09375170009085
86,1,2,239.27000427246094
86,1,2,238.22199039642592
86,1,2,239.14755605868345
86,1,2,239.73496204147793
86,1,2,240.18132727482003
87,1,2,238.47999572753906
87,1,2,239.3021430440917
87,1,2,238.04205481258512
87,1,2,238.84152084662594
87,1,2,238.33621566407763
88,1,2,239.4499969482422
88,1,2,239.21472952547052
88,1,2,240.4333214301715
88,1,2,238.1529197579993
88,1,2,239.53945018517715
89,1,2,239.0399932861328
89,1,2,237.3995755968007
89,1,2,239.48206030182874
89,1,2,237.5683118360792
89,1,2,239.29459120159075
90,1,2,237.99000549316406
90,1,2,237.67553177529
90,1,2,236.46152000176124
90,1,2,239.10816396114103
90,1,2,238.1379991745048
91,1,2,239.77999877929687
91,1,2,239.48063687879468
91,1,2,239.6955033341552
91,1,2,239.20097408845598
91,1,2,239.07358944037713
92,1,2,239.14999389648437
92,1,2,239.56036697708595
92,1,2,240.42015094282834
92,1,2,238.85267082844672
92,1,2,237.8235826672567
93,1,2,238.35000610351562
93,1,2,237.93916349669632
93,1,2,236.6369857636444
93,1,2,238.1676254973502
93,1,2,237.2510919772626
94,1,2,239.3699951171875
94,1,2,240.73841825359807
94,1,2,238.16293644914694
94,1,2,240.28859538279826
94,1,2,238.21778540272132
95,1,2,239.77000427246094
95,1,2,241.03958407062052
95,1,2,239.3891926179369
95,1,2,240.04441406672962
95,1,2,239.94360693728083
96,1,2,238.8800048828125
96,1,2,238.499551019049
96,1,2,240.0449073062332
96,1,2,238.29739052109326
96,1,2,238.23673443509074
97,1,2,238.89999389648437
97,1,2,238.47813254640286
97,1,2,238.21431609856523
97,1,2,237.27461954171082
97,1,2,239.4764836856727
98,1,2,240.16000366210937
98,1,2,239.98626155181825
98,1,2,241.43556393796786
98,1,2,238.08414680708594
98,1,2,241.01881102870792
99,1,2,238.8800048828125
99,1,2,239.1440059095964
99,1,2,239.35188124705348
99,1,2,238.53485443367163
99,1,2,238.78335088940182
100,1,2,238.9499969482422
100,1,2,239.20010900894692
100,1,2,239.18199087911876
100,1,2,238.51447486479955
100,1,2,239.6926782577378
1,2,1,236.3000030517578
1,2,1,236.27067839540047
